2022-10-17,103,1
2022-10-18,103,1
2022-10-19,103,1
2022-10-20,103,1
2022-10-21,109,2
2022-10-22,109,2
2022-10-23,109,2
2022-10-24,109,2
2022-10-25,109,2
2022-10-26,109,2
2022-10-27,109,2
2022-10-28,105,2
2022-10-29,105,2
2022-10-30,105,2
2022-10-31,105,2
2022-11-01,105,2
2022-11-02,105,2
2022-11-03,105,2
2022-11-04,105,3
2022-11-05,105,3
2022-11-06,105,3
2022-11-07,105,3
2022-11-08,105,3
2022-11-09,105,3
2022-11-10,105,3
2022-11-11,202,9
2022-11-12,202,9
2022-11-13,202,9
2022-11-14,202,9
2022-11-15,202,9
2022-11-16,202,9
2022-11-17,202,9
2022-11-18,245,5
2022-11-19,245,5
2022-11-20,245,5
2022-11-21,245,5
2022-11-22,245,5
2022-11-23,245,5
2022-11-24,245,5
2022-11-25,312,8
2022-11-26,312,8
2022-11-27,312,8
2022-11-28,312,8
2022-11-29,312,8
2022-11-30,312,8
2022-12-01,312,8
2022-12-02,320,8
2022-12-03,320,8
2022-12-04,320,8
2022-12-05,320,8
2022-12-06,320,8
2022-12-07,320,8
2022-12-08,320,8
2022-12-09,320,8
2022-12-10,320,8
2022-12-11,320,8
2022-12-12,320,8
2022-12-13,320,8
2022-12-14,320,8
2022-12-15,320,8
2022-12-16,515,8
2022-12-17,515,8
2022-12-18,515,8
2022-12-19,515,8
2022-12-20,515,8
2022-12-21,515,8
2022-12-22,515,8
2022-12-23,517,16
2022-12-24,517,16
2022-12-25,517,16
2022-12-26,517,16
2022-12-27,517,16
2022-12-28,517,16
2022-12-29,517,16
2022-12-30,517,16
2022-12-31,517,16
2023-01-01,517,16
2023-01-02,517,16
2023-01-03,517,16
2023-01-04,517,16
2023-01-05,517,16
2023-01-06,540,16
2023-01-07,540,16
2023-01-08,540,16
2023-01-09,540,16
2023-01-10,540,16
2023-01-11,540,16
2023-01-12,540,16
2023-01-13,437,9
2023-01-14,437,9
2023-01-15,437,9
2023-01-16,437,9
2023-01-17,437,9
2023-01-18,437,9
2023-01-19,437,9
2023-01-20,305,5
2023-01-21,305,5
2023-01-22,305,5
2023-01-23,305,5
2023-01-24,305,5
2023-01-25,305,5
2023-01-26,305,5
2023-01-27,243,6
2023-01-28,243,6
2023-01-29,243,6
2023-01-30,243,6
2023-01-31,243,6
2023-02-01,243,6
2023-02-02,243,6
2023-02-03,226,9
2023-02-04,226,9
2023-02-05,226,9
2023-02-06,226,9
2023-02-07,226,9
2023-02-08,226,9
2023-02-09,226,9
2023-02-10,183,6
2023-02-11,183,6
2023-02-12,183,6
2023-02-13,183,6
2023-02-14,183,6
2023-02-15,183,6
2023-02-16,183,6
2023-02-17,212,5
2023-02-18,212,5
2023-02-19,212,5
2023-02-20,212,5
2023-02-21,212,5
2023-02-22,212,5
2023-02-23,212,5
2023-02-24,234,8
